"","couponID","price","basePrice","reward","brand","productGroup","catSub1","catSub2","catSub3","catSub4","catSub5","nSubCats"
"6255","cpn2121",5.84,2.33,2.51,"brand3","prod24","cat5",NA,NA,NA,NA,1
"6267","cpn2123",3.61,0.72,0.94,"brand3","prod58","cat5",NA,NA,NA,NA,1
"6280","cpn2125",4.54,2.27,0.94,"brand9","prod51","cat8",NA,NA,NA,NA,1
"6283","cpn2127",13.89,1.54,1.26,"brand3","prod121","cat12",NA,NA,NA,NA,1
"6284","cpn2128",2.96,1.04,0.63,"brand3","prod12","cat5",NA,NA,NA,NA,1
"6289","cpn2129",6.67,5.56,1.88,"brand2","prod203","cat23",NA,NA,NA,NA,1
"6297","cpn2131",3.52,39.1,1.88,"brand3","prod4","cat5",NA,NA,NA,NA,1
"6309","cpn2133",7.22,3.64,1.57,"brand3","prod87","cat12",NA,NA,NA,NA,1
"6324","cpn2135",15.7,0,0.94,"brand3","prod12","cat5",NA,NA,NA,NA,1
"6339","cpn2137",5.51,2.7,1.57,"brand3","prod114","cat5",NA,NA,NA,NA,1
"6357","cpn2139",2.96,0.66,1.57,"brand3","prod66","cat11",NA,NA,NA,NA,1
"6374","cpn2141",5.84,1.17,1.57,"brand11","prod93","cat10",NA,NA,NA,NA,1
"6375","cpn2142",7.36,1.83,0.94,"brand3","prod60","cat5",NA,NA,NA,NA,1
"6378","cpn2143",6.76,0,1.57,"brand3","prod195","cat5",NA,NA,NA,NA,1
"6384","cpn2144",4.49,1.49,1.88,"brand3","prod153","cat5",NA,NA,NA,NA,1
"6392","cpn2145",5.51,1.57,1.57,"brand3","prod123","cat10",NA,NA,NA,NA,1
"6393","cpn2146",8.29,1.66,1.26,"brand3","prod17","cat5",NA,NA,NA,NA,1
"6396","cpn2147",3.98,0.8,1.57,"brand3","prod58","cat5",NA,NA,NA,NA,1
"6419","cpn2149",3.52,17.6,1.57,"brand3","prod63","cat5",NA,NA,NA,NA,1
"6423","cpn2150",3.52,2.34,1.88,"brand3","prod44","cat5",NA,NA,NA,NA,1
"6440","cpn2151",9.22,2.3,1.57,"brand2","prod26","cat3",NA,NA,NA,NA,1
"6441","cpn2152",6.44,1.29,1.57,"brand3","prod103","cat5",NA,NA,NA,NA,1
"6445","cpn2153",6.11,2.45,1.26,"brand3","prod33","cat1",NA,NA,NA,NA,1
"6462","cpn2156",7.36,0,2.2,"brand2","prod146","cat13",NA,NA,NA,NA,1
"6467","cpn2157",5.37,2.15,1.26,"brand3","prod17","cat5",NA,NA,NA,NA,1
"6468","cpn2158",5,1.19,0.94,"brand3","prod201","cat5",NA,NA,NA,NA,1
"6469","cpn2159",5.28,5.33,1.57,"brand3","prod109","cat12",NA,NA,NA,NA,1
"6479","cpn2161",3.47,0.57,3.14,"brand3","prod8","cat3",NA,NA,NA,NA,1
"6501","cpn2163",2.96,2.57,1.57,"brand3","prod41","cat5",NA,NA,NA,NA,1
"6517","cpn2165",2.73,2.17,1.26,"brand3","prod12","cat5",NA,NA,NA,NA,1
"6519","cpn2166",2.32,0.85,0.94,"brand3","prod12","cat5",NA,NA,NA,NA,1
"6521","cpn2167",3.24,1.3,1.57,"brand3","prod130","cat6",NA,NA,NA,NA,1
"6554","cpn2168",4.26,0.85,1.57,"brand2","prod43","cat3",NA,NA,NA,NA,1
"6555","cpn2169",5.37,3.58,1.57,"brand3","prod92","cat6",NA,NA,NA,NA,1
"6575","cpn2170",5.74,1.44,1.57,"brand2","prod204","cat6",NA,NA,NA,NA,1
"6576","cpn2171",3.52,0,1.57,"brand3","prod141","cat6",NA,NA,NA,NA,1
"6600","cpn2172",6.21,1.24,1.57,"brand3","prod116","cat6",NA,NA,NA,NA,1
"6608","cpn2175",3.06,0.84,1.57,"brand3","prod103","cat5",NA,NA,NA,NA,1
"6627","cpn2177",3.15,0,1.88,"brand13","prod48","cat13",NA,NA,NA,NA,1
"6668","cpn2180",10.84,1.2,1.26,"brand3","prod87","cat12",NA,NA,NA,NA,1
"6672","cpn2181",11.07,7.37,1.57,"brand3","prod65","cat13",NA,NA,NA,NA,1
"6680","cpn2182",4.54,0.91,1.57,"brand3","prod34","cat5",NA,NA,NA,NA,1
"6681","cpn2183",3.98,2.2,1.57,"brand3","prod200","cat5",NA,NA,NA,NA,1
"6706","cpn2186",2.04,0.04,1.26,"brand3","prod112","cat21",NA,NA,NA,NA,1
"6707","cpn2187",2.04,0.04,1.57,"brand3","prod112","cat21",NA,NA,NA,NA,1
"6715","cpn2189",2.32,6.43,1.88,"brand3","prod112","cat21",NA,NA,NA,NA,1
"6720","cpn2190",2.73,1.7,1.57,"brand3","prod41","cat5",NA,NA,NA,NA,1
"6723","cpn2191",6.02,0,1.57,"brand5","prod14","cat5",NA,NA,NA,NA,1
"6725","cpn2192",11.07,9.62,3.14,"brand3","prod114","cat5",NA,NA,NA,NA,1
"6744","cpn2195",7.87,1.96,1.57,"brand3","prod139","cat20",NA,NA,NA,NA,1
"6750","cpn2198",2.73,2.27,3.14,"brand2","prod29","cat5",NA,NA,NA,NA,1
"6753","cpn2200",4.17,0.69,2.2,"brand2","prod107","cat21",NA,NA,NA,NA,1
"6784","cpn2202",3.66,0,1.57,"brand3","prod41","cat5",NA,NA,NA,NA,1
"6785","cpn2203",3.66,3.66,1.57,"brand3","prod50","cat5",NA,NA,NA,NA,1
"6786","cpn2204",3.43,0,1.57,"brand3","prod50","cat5",NA,NA,NA,NA,1
"6787","cpn2205",4.31,0,1.57,"brand2","prod182","cat12",NA,NA,NA,NA,1
"6792","cpn2206",4.82,0.99,1.57,"brand3","prod153","cat5",NA,NA,NA,NA,1
"6801","cpn2208",5.09,1.02,1.88,"brand2","prod153","cat5",NA,NA,NA,NA,1
"6814","cpn2210",2.73,1.88,1.57,"brand3","prod132","cat8",NA,NA,NA,NA,1
"6840","cpn2212",5.84,2.92,2.2,"brand3","prod172","cat5",NA,NA,NA,NA,1
"6845","cpn2213",5.88,0.65,1.57,"brand2","prod28","cat3",NA,NA,NA,NA,1
"6846","cpn2214",4.4,1.19,1.26,"brand3","prod73","cat5",NA,NA,NA,NA,1
"6848","cpn2215",2.32,1.54,1.88,"brand3","prod39","cat5",NA,NA,NA,NA,1
"6849","cpn2216",5.05,1.01,1.57,"brand3","prod110","cat6",NA,NA,NA,NA,1
"6864","cpn2219",6.44,4.46,0.94,"brand3","prod17","cat5",NA,NA,NA,NA,1
"6870","cpn2221",5.09,13.58,1.57,"brand3","prod63","cat5",NA,NA,NA,NA,1
"6885","cpn2222",4.54,2.27,1.26,"brand3","prod99","cat5",NA,NA,NA,NA,1
"6896","cpn2224",3.66,11.43,1.57,"brand3","prod63","cat5",NA,NA,NA,NA,1
"6897","cpn2225",2.5,0.29,2.2,"brand2","prod25","cat13",NA,NA,NA,NA,1
"6912","cpn2226",5,1.2,1.26,"brand2","prod80","cat5",NA,NA,NA,NA,1
"6918","cpn2228",3.66,6.77,1.57,"brand3","prod56","cat5",NA,NA,NA,NA,1
"6924","cpn2229",4.54,0.6,1.88,"brand3","prod115","cat13",NA,NA,NA,NA,1
"6940","cpn2230",2.32,1.78,1.57,"brand2","prod95","cat8",NA,NA,NA,NA,1
"6942","cpn2231",7.5,5,0.94,"brand3","prod160","cat6",NA,NA,NA,NA,1
"6949","cpn2232",24.59,2.73,1.88,"brand2","prod76","cat1",NA,NA,NA,NA,1
"6953","cpn2234",8.61,5.74,0.94,"brand3","prod205","cat12",NA,NA,NA,NA,1
"6954","cpn2235",4.17,0.83,1.57,"brand3","prod23","cat13",NA,NA,NA,NA,1
"6978","cpn2237",4.17,10.97,1.57,"brand3","prod4","cat5",NA,NA,NA,NA,1
"6986","cpn2238",4.58,0.65,1.57,"brand3","prod206","cat5",NA,NA,NA,NA,1
"6998","cpn2240",4.35,1.74,1.26,"brand2","prod26","cat3",NA,NA,NA,NA,1
"6999","cpn2241",3.98,0.99,1.26,"brand2","prod16","cat5",NA,NA,NA,NA,1
"7006","cpn2243",6.39,3.22,1.26,"brand3","prod109","cat12",NA,NA,NA,NA,1
"7008","cpn2244",3.01,1.2,1.26,"brand3","prod5","cat6",NA,NA,NA,NA,1
"7051","cpn2248",5.46,1.76,1.26,"brand2","prod51","cat8",NA,NA,NA,NA,1
"7071","cpn2250",3.98,0,2.51,"brand2","prod25","cat13",NA,NA,NA,NA,1
"7082","cpn2251",8.8,1.76,1.26,"brand2","prod12","cat5",NA,NA,NA,NA,1
"7083","cpn2252",3.43,1.27,1.57,"brand3","prod73","cat5",NA,NA,NA,NA,1
"7091","cpn2253",11.99,4.8,1.26,"brand3","prod3","cat5",NA,NA,NA,NA,1
"7092","cpn2254",5.46,2.19,1.26,"brand2","prod51","cat8",NA,NA,NA,NA,1
"7101","cpn2255",7.87,4.37,1.57,"brand3","prod114","cat5",NA,NA,NA,NA,1
"7115","cpn2258",16.39,1.82,1.57,"brand3","prod207","cat12",NA,NA,NA,NA,1
"7119","cpn2259",5.37,3.2,1.26,"brand3","prod56","cat5",NA,NA,NA,NA,1
"7128","cpn2261",7.13,0.89,0.94,"brand3","prod112","cat21",NA,NA,NA,NA,1
"7178","cpn2266",4.82,1.07,1.57,"brand3","prod55","cat5",NA,NA,NA,NA,1
"7193","cpn2267",12.5,1.39,1.88,"brand3","prod87","cat12",NA,NA,NA,NA,1
"7199","cpn2268",7.78,2.59,1.57,"brand3","prod87","cat12",NA,NA,NA,NA,1
"7200","cpn2269",3.1,0,2.51,"brand2","prod25","cat13",NA,NA,NA,NA,1
"7203","cpn2270",3.43,1.71,1.57,"brand3","prod143","cat5",NA,NA,NA,NA,1
"7231","cpn2272",3.15,0,2.51,"brand2","prod162","cat13",NA,NA,NA,NA,1
"7232","cpn2273",2.5,0,2.51,"brand2","prod136","cat13",NA,NA,NA,NA,1
"7233","cpn2274",2.73,0,1.57,"brand3","prod116","cat6",NA,NA,NA,NA,1
"7239","cpn2275",7.36,1.83,1.26,"brand3","prod60","cat5",NA,NA,NA,NA,1
"7242","cpn2276",4.17,1.39,1.26,"brand8","prod206","cat5",NA,NA,NA,NA,1
"7246","cpn2277",3.84,2.95,1.26,"brand2","prod161","cat1",NA,NA,NA,NA,1
"7279","cpn2278",4.63,2.32,1.26,"brand2","prod106","cat8",NA,NA,NA,NA,1
"7280","cpn2279",3.15,3.31,1.57,"brand3","prod9","cat5",NA,NA,NA,NA,1
"7281","cpn2280",3.15,3.42,1.57,"brand3","prod9","cat5",NA,NA,NA,NA,1
"7282","cpn2281",4.91,6.13,1.26,"brand2","prod40","cat1",NA,NA,NA,NA,1
"7285","cpn2282",3.52,3.14,1.26,"brand3","prod56","cat5",NA,NA,NA,NA,1
"7286","cpn2283",3.66,1.82,1.26,"brand3","prod64","cat5",NA,NA,NA,NA,1
"7287","cpn2284",2.5,0.06,1.57,"brand3","prod112","cat21",NA,NA,NA,NA,1
"7293","cpn2285",5.09,1.02,1.57,"brand3","prod55","cat5",NA,NA,NA,NA,1
"7301","cpn2287",8.29,6.28,0.94,"brand3","prod109","cat12",NA,NA,NA,NA,1
"7319","cpn2289",2.73,0,1.26,"brand3","prod41","cat5",NA,NA,NA,NA,1
"7329","cpn2290",4.58,0.92,0.94,"brand3","prod128","cat5",NA,NA,NA,NA,1
"7335","cpn2291",6.85,0,1.57,"brand3","prod54","cat13",NA,NA,NA,NA,1
"7338","cpn2292",3.89,1.95,1.57,"brand3","prod41","cat5",NA,NA,NA,NA,1
"7348","cpn2293",5,1,1.57,"brand3","prod34","cat5",NA,NA,NA,NA,1
"7371","cpn2296",25.89,5.82,3.14,"brand3","prod114","cat5",NA,NA,NA,NA,1
"7372","cpn2297",6.44,2.57,1.57,"brand3","prod74","cat1",NA,NA,NA,NA,1
"7373","cpn2298",5.37,5.47,1.26,"brand3","prod94","cat5",NA,NA,NA,NA,1
"7391","cpn2299",8.15,0.27,3.14,"brand3","prod208","cat21",NA,NA,NA,NA,1
"7392","cpn2300",4.58,1.83,1.26,"brand2","prod209","cat21",NA,NA,NA,NA,1
"7404","cpn2301",7.87,0,1.57,"brand3","prod77","cat6",NA,NA,NA,NA,1
"7413","cpn2304",3.66,0,0.63,"brand3","prod163","cat6",NA,NA,NA,NA,1
"7433","cpn2306",2.96,0.98,2.2,"brand3","prod210","cat5",NA,NA,NA,NA,1
"7449","cpn2309",3.66,2.44,1.57,"brand3","prod60","cat5",NA,NA,NA,NA,1
"7462","cpn2310",2.96,2.37,1.88,"brand3","prod132","cat8",NA,NA,NA,NA,1
"7493","cpn2312",6.25,1.56,1.57,"brand3","prod86","cat3",NA,NA,NA,NA,1
"7498","cpn2314",3.33,1.67,1.88,"brand11","prod55","cat11",NA,NA,NA,NA,1
"7500","cpn2315",4.54,0.6,1.57,"brand3","prod115","cat13",NA,NA,NA,NA,1
"7501","cpn2316",3.66,6.09,1.57,"brand3","prod40","cat1",NA,NA,NA,NA,1
"7524","cpn2318",3.52,3.52,1.57,"brand3","prod44","cat5",NA,NA,NA,NA,1
"7549","cpn2322",2.78,1.26,0.94,"brand2","prod106","cat8",NA,NA,NA,NA,1
"7551","cpn2323",2.96,0,2.2,"brand13","prod193","cat13",NA,NA,NA,NA,1
"7556","cpn2324",16.63,1.84,1.57,"brand2","prod36","cat3",NA,NA,NA,NA,1
"7566","cpn2326",3.52,1.85,1.26,"brand3","prod44","cat5",NA,NA,NA,NA,1
"7604","cpn2327",2.41,0.93,1.57,"brand11","prod55","cat11",NA,NA,NA,NA,1
"7611","cpn2328",6.39,1.59,1.26,"brand3","prod116","cat6",NA,NA,NA,NA,1
"7627","cpn2329",4.45,0.89,1.26,"brand3","prod27","cat5",NA,NA,NA,NA,1
"7628","cpn2330",18.06,9.03,1.57,"brand3","prod53","cat6",NA,NA,NA,NA,1
"7629","cpn2331",8.98,11.98,1.26,"brand3","prod53","cat6",NA,NA,NA,NA,1
"7652","cpn2333",8.29,0.97,1.57,"brand11","prod98","cat10",NA,NA,NA,NA,1
"7656","cpn2334",3.94,1.22,1.57,"brand3","prod73","cat5",NA,NA,NA,NA,1
"7673","cpn2335",7.32,0,2.2,"brand2","prod162","cat13",NA,NA,NA,NA,1
"7674","cpn2336",4.08,0,1.88,"brand2","prod67","cat13",NA,NA,NA,NA,1
"7701","cpn2337",3.61,8.6,1.57,"brand3","prod94","cat5",NA,NA,NA,NA,1
"7712","cpn2338",16.39,2.73,1.57,"brand3","prod20","cat12",NA,NA,NA,NA,1
"7715","cpn2339",5.09,0,0.94,"brand3","prod17","cat5",NA,NA,NA,NA,1
"7716","cpn2340",4.08,0,2.2,"brand2","prod48","cat13",NA,NA,NA,NA,1
"7719","cpn2341",16.63,10.55,6.28,"brand3","prod174","cat13",NA,NA,NA,NA,1
"7721","cpn2342",7.22,2.41,1.57,"brand3","prod87","cat12",NA,NA,NA,NA,1
"7726","cpn2343",9.08,0.91,1.26,"brand3","prod107","cat21",NA,NA,NA,NA,1
"7727","cpn2344",2.69,2.07,3.14,"brand3","prod122","cat21",NA,NA,NA,NA,1
"7731","cpn2345",2.5,0,1.26,"brand3","prod60","cat5",NA,NA,NA,NA,1
"7732","cpn2346",2.32,0.77,3.14,"brand3","prod101","cat8",NA,NA,NA,NA,1
"7743","cpn2347",8.75,7,1.57,"brand3","prod114","cat5",NA,NA,NA,NA,1
"7773","cpn2350",3.24,6.48,1.57,"brand3","prod34","cat5",NA,NA,NA,NA,1
"7798","cpn2351",2.32,0,0.94,"brand3","prod35","cat8",NA,NA,NA,NA,1
"7800","cpn2352",3.43,0,1.57,"brand3","prod39","cat5",NA,NA,NA,NA,1
"7804","cpn2353",4.26,0.85,1.26,"brand3","prod148","cat13",NA,NA,NA,NA,1
"7807","cpn2354",7.22,1.2,3.14,"brand3","prod15","cat8",NA,NA,NA,NA,1
"7841","cpn2356",2.87,0,1.26,"brand3","prod63","cat5",NA,NA,NA,NA,1
"7842","cpn2357",2.73,5.46,1.26,"brand3","prod63","cat5",NA,NA,NA,NA,1
"7844","cpn2358",11.02,7.34,1.26,"brand3","prod114","cat5",NA,NA,NA,NA,1
"7882","cpn2363",3.47,1.57,0.94,"brand2","prod51","cat8",NA,NA,NA,NA,1
"7895","cpn2364",7.87,3.74,1.26,"brand3","prod17","cat5",NA,NA,NA,NA,1
"7896","cpn2365",2.96,0.39,1.57,"brand13","prod23","cat13",NA,NA,NA,NA,1
"7916","cpn2367",3.33,1.11,1.57,"brand2","prod71","cat12",NA,NA,NA,NA,1
"7917","cpn2368",3.89,0,1.57,"brand3","prod212","cat13",NA,NA,NA,NA,1
"7918","cpn2369",3.66,2.44,0.94,"brand3","prod60","cat5",NA,NA,NA,NA,1
"7919","cpn2370",2.41,0.75,1.57,"brand2","prod85","cat5",NA,NA,NA,NA,1
"7926","cpn2371",4.96,1.8,1.26,"brand3","prod69","cat5",NA,NA,NA,NA,1
"7929","cpn2372",5.28,0.58,1.88,"brand3","prod71","cat12",NA,NA,NA,NA,1
"7931","cpn2374",3.33,0,1.57,"brand23","prod63","cat5",NA,NA,NA,NA,1
"7932","cpn2375",2.87,0.57,1.57,"brand13","prod115","cat13",NA,NA,NA,NA,1
"7936","cpn2376",3.52,0.7,1.57,"brand3","prod101","cat8",NA,NA,NA,NA,1
"7943","cpn2377",2.41,0.85,1.26,"brand2","prod8","cat3",NA,NA,NA,NA,1
"7963","cpn2378",5.51,1.22,1.57,"brand3","prod128","cat8",NA,NA,NA,NA,1
"7965","cpn2379",3.2,0,2.2,"brand3","prod146","cat13",NA,NA,NA,NA,1
"7986","cpn2381",12.92,4.96,1.26,"brand25","prod114","cat5",NA,NA,NA,NA,1
"8021","cpn2384",14.63,4.04,1.26,"brand3","prod114","cat5",NA,NA,NA,NA,1
"8022","cpn2385",3.66,2.44,1.57,"brand3","prod60","cat5",NA,NA,NA,NA,1
"8024","cpn2386",3.33,0.6,1.57,"brand11","prod142","cat10",NA,NA,NA,NA,1
"8046","cpn2387",3.52,3.38,1.26,"brand3","prod56","cat5",NA,NA,NA,NA,1
"8060","cpn2388",3.61,0.94,1.26,"brand2","prod80","cat5",NA,NA,NA,NA,1
"8082","cpn2389",3.47,0.94,1.57,"brand3","prod73","cat5",NA,NA,NA,NA,1
"8093","cpn2391",3.24,2.59,1.57,"brand3","prod50","cat5",NA,NA,NA,NA,1
"8094","cpn2392",2.96,2.37,1.57,"brand3","prod50","cat5",NA,NA,NA,NA,1
"8098","cpn2393",7.36,0.73,1.26,"brand3","prod107","cat21",NA,NA,NA,NA,1
"8120","cpn2395",3.15,4.25,1.57,"brand3","prod9","cat5",NA,NA,NA,NA,1
"8124","cpn2396",8.8,1.76,1.26,"brand3","prod129","cat13",NA,NA,NA,NA,1
"8128","cpn2397",10.56,1.17,1.57,"brand3","prod145","cat12",NA,NA,NA,NA,1
"8129","cpn2398",4.08,5.43,0.94,"brand3","prod116","cat6",NA,NA,NA,NA,1
"8137","cpn2399",3.15,3.83,1.57,"brand3","prod9","cat5",NA,NA,NA,NA,1
"8138","cpn2400",3.06,6.11,1.26,"brand3","prod9","cat5",NA,NA,NA,NA,1
"8151","cpn2401",11.07,9.22,1.26,"brand3","prod213","cat5",NA,NA,NA,NA,1
"8154","cpn2402",4.26,8.87,1.26,"brand3","prod94","cat5",NA,NA,NA,NA,1
"8156","cpn2403",4.82,1.07,1.57,"brand3","prod55","cat5",NA,NA,NA,NA,1
"8158","cpn2404",2.73,910.76,1.26,"brand18","prod117","cat11",NA,NA,NA,NA,1
"8159","cpn2405",3.43,3.49,0.94,"brand3","prod39","cat5",NA,NA,NA,NA,1
"8166","cpn2407",9.22,3.51,0.63,"brand3","prod114","cat5",NA,NA,NA,NA,1
"8192","cpn2408",4.45,1.78,1.57,"brand11","prod93","cat10",NA,NA,NA,NA,1
"8200","cpn2409",4.58,2.08,0.94,"brand2","prod51","cat8",NA,NA,NA,NA,1
"8202","cpn2410",3.24,18.01,1.88,"brand3","prod34","cat5",NA,NA,NA,NA,1
"8216","cpn2411",20.01,1.67,1.57,"brand3","prod109","cat12",NA,NA,NA,NA,1
"8217","cpn2412",46.26,0,2.2,"brand2","prod193","cat13",NA,NA,NA,NA,1
"8225","cpn2414",2.96,2.96,1.26,"brand2","prod52","cat5",NA,NA,NA,NA,1
"8226","cpn2415",3.33,1.11,1.57,"brand2","prod71","cat12",NA,NA,NA,NA,1
"8228","cpn2416",3.33,6.67,1.57,"brand3","prod63","cat5",NA,NA,NA,NA,1
"8234","cpn2417",3.43,1.32,1.26,"brand2","prod210","cat5",NA,NA,NA,NA,1
"8235","cpn2418",3.24,1.16,0.94,"brand2","prod210","cat5",NA,NA,NA,NA,1
"8243","cpn2419",2.73,6.66,1.57,"brand3","prod37","cat5",NA,NA,NA,NA,1
"8244","cpn2420",2.36,6.56,1.57,"brand3","prod37","cat5",NA,NA,NA,NA,1
"8254","cpn2421",3.47,0.86,1.57,"brand3","prod173","cat8",NA,NA,NA,NA,1
"8267","cpn2422",2.64,0,1.26,"brand3","prod60","cat5",NA,NA,NA,NA,1
"8268","cpn2423",2.5,2.19,1.88,"brand3","prod39","cat5",NA,NA,NA,NA,1
"8294","cpn2425",18.48,2.17,1.26,"brand3","prod37","cat5",NA,NA,NA,NA,1
"8316","cpn2428",6.95,2.78,1.88,"brand3","prod14","cat5",NA,NA,NA,NA,1
"8317","cpn2429",3.89,3.24,1.26,"brand11","prod55","cat11",NA,NA,NA,NA,1
"8324","cpn2430",55.53,0,1.26,"brand3","prod114","cat5",NA,NA,NA,NA,1
"8330","cpn2432",4.17,2.25,1.57,"brand3","prod37","cat5",NA,NA,NA,NA,1
"8331","cpn2433",12.23,1.35,0.94,"brand2","prod121","cat12",NA,NA,NA,NA,1
"8348","cpn2434",3.43,1.14,0.94,"brand11","prod179","cat5",NA,NA,NA,NA,1
"8349","cpn2435",3.24,1.07,0.94,"brand11","prod179","cat5",NA,NA,NA,NA,1
"8355","cpn2437",4.17,1.11,0.94,"brand3","prod27","cat5",NA,NA,NA,NA,1
"8417","cpn2439",4.17,1.73,0.94,"brand3","prod157","cat5",NA,NA,NA,NA,1
"8418","cpn2440",5.05,0,1.57,"brand3","prod48","cat13",NA,NA,NA,NA,1
"8434","cpn2443",3.33,0.83,1.57,"brand3","prod83","cat8",NA,NA,NA,NA,1
"8462","cpn2448",4.17,0,1.57,"brand3","prod23","cat13",NA,NA,NA,NA,1
"8472","cpn2449",7.36,4.08,1.26,"brand3","prod12","cat5",NA,NA,NA,NA,1
"8489","cpn2451",2.96,0.15,1.88,"brand3","prod102","cat13",NA,NA,NA,NA,1
"8493","cpn2452",3.89,0,1.57,"brand3","prod41","cat5",NA,NA,NA,NA,1
"8502","cpn2453",4.49,1.09,1.26,"brand2","prod72","cat5",NA,NA,NA,NA,1
"8505","cpn2454",2.5,2.5,1.57,"brand2","prod72","cat5",NA,NA,NA,NA,1
"8511","cpn2455",8.8,3.14,1.26,"brand3","prod17","cat5",NA,NA,NA,NA,1
"8513","cpn2456",2.73,5.46,1.57,"brand3","prod115","cat13",NA,NA,NA,NA,1
"8514","cpn2457",5.37,3.58,1.57,"brand3","prod92","cat6",NA,NA,NA,NA,1
"8521","cpn2458",3.43,1.14,1.88,"brand3","prod34","cat5",NA,NA,NA,NA,1
"8540","cpn2459",4.49,1.46,1.88,"brand3","prod28","cat3",NA,NA,NA,NA,1
"8543","cpn2460",3.29,0,1.88,"brand3","prod163","cat6",NA,NA,NA,NA,1
"8547","cpn2461",5.93,3.52,0.94,"brand3","prod17","cat5",NA,NA,NA,NA,1
"8553","cpn2462",10,1.11,1.26,"brand3","prod87","cat12",NA,NA,NA,NA,1
"8563","cpn2463",5.51,2.2,1.57,"brand2","prod215","cat21",NA,NA,NA,NA,1
"8565","cpn2464",2.73,2.73,1.88,"brand2","prod215","cat21",NA,NA,NA,NA,1
"8571","cpn2465",4.58,0.92,1.26,"brand3","prod23","cat13",NA,NA,NA,NA,1
"8582","cpn2466",5.84,1.32,1.57,"brand11","prod98","cat10",NA,NA,NA,NA,1
"8586","cpn2467",2.96,2.96,1.57,"brand3","prod64","cat5",NA,NA,NA,NA,1
"8622","cpn2468",3.84,1.54,0.94,"brand3","prod114","cat5",NA,NA,NA,NA,1
"8642","cpn2470",3.98,0.99,1.26,"brand2","prod16","cat5",NA,NA,NA,NA,1
"8643","cpn2471",3.98,1.32,1.26,"brand3","prod27","cat5",NA,NA,NA,NA,1
"8659","cpn2472",5,1.25,1.26,"brand3","prod80","cat1",NA,NA,NA,NA,1
"8683","cpn2476",4.17,4.17,0.94,"brand2","prod40","cat1",NA,NA,NA,NA,1
"8694","cpn2478",2.73,0.26,2.51,"brand2","prod25","cat13",NA,NA,NA,NA,1
"8702","cpn2479",2.73,1.82,1.26,"brand3","prod106","cat8",NA,NA,NA,NA,1
"8717","cpn2480",9.54,4.77,1.57,"brand3","prod53","cat6",NA,NA,NA,NA,1
"8762","cpn2483",4.17,2.78,1.57,"brand20","prod133","cat23",NA,NA,NA,NA,1
"8763","cpn2484",4.17,2.78,1.57,"brand20","prod133","cat23",NA,NA,NA,NA,1
"8784","cpn2486",6.85,8.57,2.2,"brand3","prod14","cat5",NA,NA,NA,NA,1
"8787","cpn2487",5.51,2.75,1.57,"brand2","prod52","cat5",NA,NA,NA,NA,1
"8808","cpn2489",11.67,1.3,1.57,"brand3","prod87","cat12",NA,NA,NA,NA,1
"8836","cpn2491",2.41,2,1.57,"brand2","prod95","cat8",NA,NA,NA,NA,1
"8844","cpn2492",9.17,0,1.88,"brand3","prod79","cat6",NA,NA,NA,NA,1
"8847","cpn2493",2.41,0.69,1.57,"brand2","prod73","cat5",NA,NA,NA,NA,1
"8861","cpn2495",2.73,4.96,1.57,"brand3","prod63","cat5",NA,NA,NA,NA,1
"8862","cpn2496",6.44,0.85,3.14,"brand3","prod54","cat13",NA,NA,NA,NA,1
"8903","cpn2499",4.58,0.92,1.26,"brand3","prod110","cat6",NA,NA,NA,NA,1
"8904","cpn2500",3.98,1.99,0.94,"brand3","prod130","cat6",NA,NA,NA,NA,1
"8913","cpn2501",17.55,3.51,0.94,"brand3","prod114","cat5",NA,NA,NA,NA,1
"8940","cpn2502",4.4,0.48,1.26,"brand3","prod71","cat12",NA,NA,NA,NA,1
"8956","cpn2504",9.26,2.32,1.57,"brand2","prod33","cat1",NA,NA,NA,NA,1
"8960","cpn2505",3.98,0.16,1.88,"brand3","prod25","cat13",NA,NA,NA,NA,1
"8965","cpn2506",4.49,4.27,1.57,"brand3","prod34","cat5",NA,NA,NA,NA,1
"8967","cpn2507",2.32,15.43,1.26,"brand2","prod34","cat5",NA,NA,NA,NA,1
"8985","cpn2508",3.52,17.6,1.57,"brand3","prod63","cat5",NA,NA,NA,NA,1
"8994","cpn2511",4.82,1.2,1.57,"brand2","prod41","cat5",NA,NA,NA,NA,1
"9004","cpn2514",2.32,1.16,0.94,"brand2","prod185","cat8",NA,NA,NA,NA,1
"9058","cpn2516",3.24,0.81,0.94,"brand3","prod112","cat21",NA,NA,NA,NA,1
"9059","cpn2517",3.24,0.81,0.94,"brand3","prod112","cat21",NA,NA,NA,NA,1
"9060","cpn2518",3.15,0,1.88,"brand3","prod146","cat13",NA,NA,NA,NA,1
"9064","cpn2519",8.24,0.81,1.57,"brand3","prod112","cat21",NA,NA,NA,NA,1
"9065","cpn2520",7.32,6.09,1.26,"brand3","prod112","cat21",NA,NA,NA,NA,1
"9066","cpn2521",4.08,4.08,1.26,"brand3","prod122","cat21",NA,NA,NA,NA,1
"9076","cpn2524",5.46,4.2,1.57,"brand3","prod170","cat23",NA,NA,NA,NA,1
"9102","cpn2527",9.54,794.99,0.94,"brand3","prod112","cat21",NA,NA,NA,NA,1
"9114","cpn2529",3.66,0.91,1.26,"brand3","prod37","cat5",NA,NA,NA,NA,1
